Systemvariable;DailyEvents;Result;"T0:7.0;T1:8.16;T6:17.15";7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;Date;RulesEngineArgument;02.12.2023;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;LastBatchrun;Result;01.12.2023-22:35:28;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;MaxForecastTemperature;RulesEngineArgument;0.95;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;MaxSunDownTime;Configuration;22:15;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;MaxSunUpTime;Configuration;10:00;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;MinSunDownTime;Configuration;17:15;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;MinSunUpTime;Configuration;05:30;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;Month;Result;11;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;ShadowTemperature;Configuration;25.0;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;ShadowTime;Configuration;09:00;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;SunDownTime;RulesEngineArgument;16:32;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;SunUpDownType;Configuration;Mathematical;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;SunUpTime;RulesEngineArgument;08:16;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;Temperature;Result;.950000;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;Time;Result;0;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;TimerEvents;Result;0;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;UpTime;Configuration;07:00;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;UpdateTime;RulesEngineArgument;<Empty>;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Systemvariable;Workingday;Result;false;7a2e8b57-84fe-d775-0000-0000656a519e;;;;
Parameter;Cycle;RulesEngineArgument;Freizeit;7a2e8b57-84fe-d775-0000-0000656ba31d;end-of-day;1701552925878;Success;
Systemvariable;DailyEvents;Result;"T0:7.0;T1:8.18;T6:17.15";7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;Date;RulesEngineArgument;03.12.2023;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Systemvariable;LastBatchrun;Result;02.12.2023-22:35:27;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;MaxForecastTemperature;RulesEngineArgument;3.22;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;MaxSunDownTime;Configuration;22:15;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;MaxSunUpTime;Configuration;10:00;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;MinSunDownTime;Configuration;17:15;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;MinSunUpTime;Configuration;05:30;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Systemvariable;Month;Result;11;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
Parameter;ShadowTemperature;Configuration;25.0;7a2e8b57-84fe-d775-0000-0000656ba31d;;;;
